City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speeds
shakiso,100,ET,1574532157,96,5.77,38.9,60.67,1.03
judaberg,75,NO,1574532157,61,59.17,5.87,48.2,5.82
kopavogur,75,IS,1574532157,93,64.11,-21.91,41.0,4.7
sinnai,75,IT,1574532157,82,39.3,9.2,62.6,5.82
vetluga,0,RU,1574532157,51,57.85,45.78,18.3,4.09
katherine,40,AU,1574532157,58,-14.47,132.26,82.4,6.93
yuncheng,100,CN,1574532157,30,35.03,111.0,48.43,18.25
neos marmaras,47,GR,1574532158,94,40.1,23.78,57.0,1.01
mto wa mbu,100,TZ,1574532158,75,-3.38,35.86,73.51,9.66
bagepalli,20,IN,1574532158,100,13.78,77.8,66.2,4.7
tiznit,97,MA,1574532158,95,29.7,-9.73,57.25,11.36
pitea,83,SE,1574532158,97,65.32,21.48,33.8,6.93
xiamen,75,CN,1574531467,88,24.46,118.07,69.8,2.24
bemidji,1,US,1574532159,64,47.48,-94.89,39.0,8.05
galesong,20,ID,1574532159,83,-5.32,119.37,78.8,4.7
casas grandes,57,MX,1574532159,41,30.15,-110.24,60.76,3.53
joutseno,100,FI,1574532159,73,61.11,28.48,26.01,5.82
cochrane,100,CL,1574532159,54,-47.25,-72.57,57.87,7.83
saint-francois,98,FR,1574532159,87,46.42,3.91,48.99,1.12
gorele,99,TR,1574532159,71,41.03,39.0,53.6,5.82
tokuyama,75,JP,1574532159,87,34.05,131.82,57.0,6.93
mbanza-ngungu,92,CD,1574532159,92,-5.25,14.87,70.48,1.66
igarka,17,RU,1574532160,94,67.47,86.57,-16.17,8.52
garhi khairo,50,PK,1574532160,50,28.06,67.98,69.55,4.25
novoagansk,77,RU,1574532160,94,61.94,76.66,4.84,9.8
alto longa,44,BR,1574532160,22,-5.25,-42.21,102.92,3.31
pore,34,CO,1574532160,40,5.73,-71.99,93.43,8.99
koutsouras,41,GR,1574532161,72,35.03,25.95,64.0,5.01
oussouye,28,SN,1574531686,59,12.49,-16.54,93.2,4.7
imperia,75,IT,1574532161,93,43.88,8.02,59.0,26.4
mosetse,90,BW,1574532161,58,-20.64,26.64,76.96,9.57
dryden,1,CA,1574532161,86,49.79,-92.84,28.4,9.17
sarkand,100,KZ,1574532161,52,45.41,79.91,22.17,3.36
fort nelson,20,CA,1574532161,79,58.81,-122.69,26.6,3.36
shenzhen,0,CN,1574532073,78,22.54,114.05,73.99,2.24
kailua,75,US,1574532162,74,21.39,-157.74,78.8,12.75
evensk,89,RU,1574531701,78,61.92,159.24,3.61,4.7
brae,96,GB,1574532162,93,60.4,-1.35,48.2,13.87
